NRDB编号,循环,卡包,序号,英文名称,名称,文本,风味文字,阵营,派系,类型,子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
34076,解放,即兴叛乱,76,Meeting of Minds,共识,"选择<strong>人脉</strong>或<strong>虚拟</strong>。你可以在你的存储栈搜寻1个具有所选子类型的资源并展示之。将该卡牌加入你的操控器。
展示操控器中任意数量的具有所选择的子类型的卡牌。每以此法展示1张卡牌，获得1[credit]。",“你会找到办法的，小同志。”,潜袭者,逆法者,事件,,,3,,,,,,4,,,,3,Benjamin Giletti
34077,解放,即兴叛乱,77,Window of Opportunity,投机窗口,"你可以从你的操控器安装1个程序或硬件。
潜袭任意一台服务器。当本次潜袭开始时，关闭1层保护该服务器的防火墙。当本次潜袭结束时，公司可以激活以此法关闭的防火墙，忽略所有的费用。",万物皆有裂隙。那是光照进来的地方。,潜袭者,逆法者,事件,潜袭,,3,,,,,,1,,,,2,Bruno Balixa
34078,解放,即兴叛乱,78,Alarm Clock,闹钟,当你的回合开始时，你可以潜袭总部。本次潜袭中你第一次遭遇一层防火墙时，你可以花费[click][click]，以略过该防火墙。,起床啦！该去毁掉一个公司员工的一天啦！,潜袭者,逆法者,硬件,,是,3,,,,,,2,,,,4,Elizaveta Sokolova
34079,解放,即兴叛乱,79,Jeitinho,铤而走险,"当你的回合结束时，如果你本回合对总部、研发中心与档案库均进行过成功的潜袭，你可以将本硬件加入你的分数区，作为一个价值0点议案分数的<strong>刺杀</strong>议案。然后，如果你的分数区中有3个<strong>刺杀</strong>议案，你获得游戏胜利。
威胁3 → 每当你略过一层防火墙时，你可以花费[click]，以从你的堆阵安装本硬件。",,潜袭者,逆法者,硬件,武器,是,3,,,,,,1,,,,4,Matheus Calza
34080,解放,即兴叛乱,80,Cupellation,灰吹精炼,"限制1张所附载的卡牌。
读取 → <strong>1[credit]:</strong> 将你正在读取的非议案卡牌牌面朝上附载到本程序上。<em>（如果该卡牌原来处于已安装状态，卸载之。）</em>
每当你侵入总部时，如果本程序具有所附载的公司卡牌，你可以支付1[credit]并销毁本程序，以额外读取2张卡牌。",,潜袭者,逆法者,程序,,,3,,,,,,1,,1,,2,Ed Mattinian
34081,解放,即兴叛乱,81,Malandragem,街头智慧,"当你安装本程序时，填装2枚能量指示物到本程序上。当其清空时，将其移出游戏。
每回合限一次 → 当你遭遇一层防火墙时，如果其强度等于或小于3，你可以移除1枚所附载的能量指示物，以略过该防火墙。
威胁4 → 每当你遭遇一层防火墙时，你可以将本程序移出游戏，以略过该防火墙。",,潜袭者,逆法者,程序,,,3,,,,,,4,,1,,4,Adam S. Doyle
34082,解放,即兴叛乱,82,Physarum Entangler,纠缠绒泡菌,"仅能安装在一层防火墙上。
每当你遭遇被附载的防火墙时，如果其不是<strong>屏障</strong>，你可以支付与该防火墙上子进程数量相等的[credit]。如果你如此做，略过该防火墙。
当公司清除病毒指示物时，销毁本程序。",它终究会找到一条路径。,潜袭者,逆法者,程序,木马 - 病毒,,3,,,,,,0,,1,,3,Ed Mattinian
34083,解放,即兴叛乱,83,Amelia Earhart,爱蜜莉亚·埃尔哈特,"每当对总部或研发中心的一次潜袭结束时，如果你在本次潜袭中读取过3张或更多卡牌，放置1枚能量指示物到本资源上。
当你的回合开始时，你可以移除3枚所附载的能量指示物并销毁本资源。如果你如此做，公司失去10[credit]。",<strong>由2021年美洲锦标赛冠军Jonas Wilson设计</strong>,潜袭者,逆法者,资源,同伴 - 虚拟,是,3,,,,,,0,,,,3,Anthony Hutchings
34084,解放,即兴叛乱,84,Juli Moreira Lee,朱莉·莫雷拉·李,"当你安装本资源时，填装4枚能量指示物到本资源上。当其清空时，销毁之。
每回合你第一次执行已安装的资源上的行动时，移除1枚所附载的能量指示物并获得[click]。",莫雷拉姐妹性格迥异，各自都随自己的亲生父亲，但只要两人联手便是一股洪荒之力。,潜袭者,逆法者,资源,人脉,是,3,,,,,,2,,,,1,Rafael Monk
34085,解放,即兴叛乱,85,Burner,大涂鸦,潜袭总部。如果成功，随机展示总部中的3张卡牌，代替侵入总部。将所展示卡牌中的2张加入研发中心顶端和/或底端。,"“接下来几年我都会活在他们嘴边。”
—阿里萨娜·罗查·纳胡",潜袭者,塑造者,事件,潜袭,,3,,,,,,1,,,,3,Scott Uminga
34086,解放,即兴叛乱,86,Spree,狂欢,"放置3枚能量指示物到本事件上，然后潜袭任意一台服务器。
<strong>所附载的能量指示物:</strong> 将1个已安装的<strong>木马</strong>程序附载到一层保护当前被攻击服务器的防火墙上。",艺术家时常会遭遇无法抑制的创作冲动。,潜袭者,塑造者,事件,潜袭,,3,,,,,,0,,,,2,Ferenc Patkós
34087,解放,即兴叛乱,87,Trick Shot,特技球,"放置4[credit]到本事件上。你可以在潜袭中花费所附载的信用点。
潜袭研发中心。如果成功，放置2[credit]到本事件上，且当你侵入研发中心时，额外读取1张卡牌。
当本次潜袭结束时，你可以潜袭一台远程服务器。",80亿，来角落办公室。,潜袭者,塑造者,事件,潜袭,,3,,,,,,1,,,,3,Ed Mattinian
34088,解放,即兴叛乱,88,Cataloguer,编目器,"当你安装本硬件时，填装2枚能量指示物到本硬件上。当其清空时，销毁之。
每当你对研发中心进行一次成功的潜袭时，你可以移除1枚所附载的能量指示物，以查看研发中心顶端的4张卡牌并按任意顺序排列它们，代替侵入研发中心。
[click]，<strong>所附载的能量指示物:</strong> 侵入研发中心。只有你本回合已对研发中进行过成功的潜袭时，才能使用本能力。",,潜袭者,塑造者,硬件,,,3,,,,,,2,,,,4,Martin de Diego Sádaba
34089,解放,即兴叛乱,89,Coalescence,凝露,"当你安装本程序时，放置2枚能量指示物到本程序上。
<strong>所附载的能量指示物:</strong> 获得2[credit]。本能力仅能在你的回合中使用。","吸气。
把自己想象成露珠，在叶片上缓缓流下; 让自己往下流。
呼气。",潜袭者,塑造者,程序,,,3,,,,,,2,,1,,2,"Elwin ""Jakuza"" Rumplmair"
34090,解放,即兴叛乱,90,Lobisomem,狼人,"当你安装本程序时，及每当你仅使用本程序破解所遭遇<strong>门禁</strong>上的所有子进程时，放置1枚能量指示物到本程序上。
对接 → <strong>1[credit]:</strong> 破解1条门禁子进程。
对接 → <strong>X[credit]</strong>，<strong>所附载的能量指示物:</strong> 破解X条屏障子进程。
<strong>1[credit]:</strong> 强度+2。",,潜袭者,塑造者,程序,解码模块 - 分解模块 - 破解器,,3,,,,,,8,2,2,,2,Adam S. Doyle
34091,解放,即兴叛乱,91,Muse,缪斯,当你安装本程序时，在你的存储栈、堆阵或操控器搜寻1个非<strong>后台</strong>程序。<em>（在搜寻存储栈后将其洗混。）</em>如果该程序是<strong>木马</strong>，将其安装到一层防火墙上。否则，将其安装到本程序上。,祖母，导师，天使。被条子杀死。誓不罢止。,潜袭者,塑造者,程序,后台,,3,,,,,,2,,1,,4,Marlon Ruiz
34092,解放,即兴叛乱,92,Pressure Spike,压力峰值,"对接 → <strong>1[credit]:</strong> 破解1条<strong>屏障</strong>子进程。
<strong>2[credit]:</strong> 强度+3。
威胁4 → <strong>2[credit]:</strong> 强度+9。本能力每次潜袭仅限使用一次。<em>（本能力在任一玩家有4点或更多议案分数时生效。）</em>","“如果压力能伤人，那它必然是一把武器。”
—碧翠斯·弗里尔·冈萨雷斯",潜袭者,塑造者,程序,分解模块 - 破解器,,3,,,,,,4,1,1,,3,Bruno Balixa
34093,解放,即兴叛乱,93,“Pretty” Mary da Silva,“小美”·玛丽·达席尔瓦,每当你侵入研发中心时，如果本次侵入中你被允许读取研发中心中的2张或更多卡牌，你可以额外读取1张卡牌。,“好好听着，小可爱，说不定你能学到点东西呢。”,潜袭者,塑造者,资源,人脉 - 低劣,是,3,,,,,,1,,,,1,Arthur Miglionni
34094,解放,即兴叛乱,94,Ashen Epilogue,灰白终章,"将你的操控器与堆阵洗入你的存储栈，然后将你的存储栈顶端的5张卡牌移出游戏。抽5张卡牌。
将本事件移出游戏。",他们的胜利成就了她的加冕。,潜袭者,中立潜袭者,事件,,,3,,,,,,5,,,,2,Dimik
34095,解放,即兴叛乱,95,Valentina Ferreira Carvalho,瓦伦蒂娜·费雷拉·卡瓦略,"每当你移除1枚或更多锁定标记时，获得1[credit]。
威胁3 → 当你在你的回合中安装本资源时，你可以移除1枚锁定标记或获得2[credit]。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>",“我从西伯利亚回到家乡，是为了寻求一个更好的人生目标。”,潜袭者,中立潜袭者,资源,人脉,是,3,,,,,,2,,,,0,Arthur Miglionni
34096,解放,即兴叛乱,96,Thunderbolt Armaments: Peace Through Power,雷霆军工厂: 以武止戈,每当你在潜袭中激活一层<strong>杀伤</strong>或<strong>毁灭者</strong>防火墙时，在本次潜袭的剩余时间内，该防火墙的强度+1并在其它子进程后获得“[subroutine] 终止本次潜袭，除非潜袭者销毁1张其已安装的卡牌。”,万钧之力，尽在掌握。,公司,哈斯生化,公司特性,部门,,1,,,,45,15,,,,,,Emilio Rodríguez
34097,解放,即兴叛乱,97,Lightning Laboratory,闪电实验室,"当你将本议案计分时，放置1枚议案指示物到本议案上。
每当一次潜袭开始时，你可以移除1枚所附载的议案指示物，以激活最多2层保护当前被攻击服务器的防火墙，忽略所有的费用。当本回合结束时，关闭2层保护该服务器的防火墙。",灵感两度迸发之地！,公司,哈斯生化,议案,研究,,3,4,2,,,,,,,,,Emilio Rodríguez
34098,解放,即兴叛乱,98,Warm Reception,热情接待,当你的回合开始时，你可以从总部安装1张卡牌。你本回合不能将该卡牌计分。如果没有防火墙保护本服务器，你可以关闭本资产，以关闭另一张已安装的卡牌。,“我从上周就开始想你了！来，我有一堆话想找你聊！小萨丽塔的个人钢琴秀咋样了？”,公司,哈斯生化,资产,政治 - 豪华,,3,,,,,,1,,,2,2,Matheus Calza
34099,解放,即兴叛乱,99,Working Prototype,原型机,"每当你激活一张卡牌时<em>（包括本资产在内）</em>，放置1枚能量指示物到本资产上。
[click]，<strong>所附载的能量指示物:</strong> 获得3[credit]。
[click]，<strong>5枚所附载的能量指示物:</strong> 获得6[credit]。将1个已安装的资源加入存储栈顶端。",“脑袋再往右偏一点点。这套装备马上就能跟你的皮质轮廓同步了。”,公司,哈斯生化,资产,敌对,,3,,,,,,1,,,2,2,Mauricio Herrera
34100,解放,即兴叛乱,100,Lycian Multi-Munition,利西亚复合军火,"当你激活本防火墙时，从<strong>屏障</strong>、<strong>门禁</strong>与<strong>警报</strong>中选择1个或更多子类型。在本防火墙处于激活状态的期间，其获得所选择的子类型。
当回合结束时，关闭本防火墙。
[subroutine] 如果本防火墙是<strong>门禁</strong>，潜袭者失去[click]与1[credit]。
[subroutine] 如果本防火墙是<strong>警报</strong>，销毁1个已安装的程序。
[subroutine] 如果本防火墙是<strong>屏障</strong>，获得1[credit]并终止本次潜袭。",,公司,哈斯生化,防火墙,毁灭者 - 神秘,是,3,,,,,,3,1,,,2,Bruno Balixa
34101,解放,即兴叛乱,101,Sorocaban Blade,索罗卡巴利刃,"每次遭遇期间，你不能以本防火墙销毁多于1张已安装的潜袭者卡牌。
[subroutine] 销毁1个已安装的资源。
[subroutine] 销毁1个已安装的硬件。
[subroutine] 销毁1个已安装的程序。",在雷霆军工厂，我们提问: 为什么不能化犁为剑呢？,公司,哈斯生化,防火墙,毁灭者 - 警报,,3,,,,,,4,2,,,3,Ed Mattinian
34102,解放,即兴叛乱,102,Active Policing,实时监管,"只有潜袭者在其上回合窃取或销毁过公司卡牌时，才能打出。
在你结算本事务后，结束你的行动阶段。
你可以从总部安装1张卡牌。潜袭者在其下回合获得的[click]数量-1。
威胁3 → 你可以支付2[credit]。如果你如此做，潜袭者在其下回合获得的[click]数量-1。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>",,公司,哈斯生化,事务,灰色行动 - 终止,,3,,,,,,0,,,,3,Marlon Ruiz
34103,解放,即兴叛乱,103,Corporate Hospitality,商务接待,"作为打出本事务的额外费用，花费[click]。
获得6[credit]并抽2张卡牌。将1张卡牌从档案库加入总部。",只要你在雷霆军工厂的团体包厢等得够久，是个有头有脸的人物你都能见得到。,公司,哈斯生化,事务,双重 - 交易,,3,,,,,,4,,,1,2,Oliver Morit
34104,解放,即兴叛乱,104,Brasília Government Grid,巴西利亚政府网阵,"每回合限一次 → 在对本服务器的潜袭中，当你激活一层防火墙时，你可以关闭另一层已安装的防火墙。如果你如此做，被激活的防火墙在本次潜袭的剩余时间内强度+3。
每台服务器限制1个<strong>区域</strong>。",雷霆军工厂当然能提供城市强化的解决方案。,公司,哈斯生化,升级,区域,,3,,,,,,0,,,3,3,Kira L. Nguyen
34105,解放,即兴叛乱,105,See How They Run,观其逃路,当你将本议案计分时，给予潜袭者1枚锁定标记。进行一次灵能博弈。<em>（双方玩家秘密决定0-2的数值，然后同时宣告并花费所声明数值的[credit]。）</em>如果二者数值不同，造成1点核心伤害。如果二者数值相同，造成1点网域伤害。,"“保持耐心。恐惧的猎物自会带你去找他的同伴们。”
—阿德里安·塞斯",公司,人间会社,议案,灵能 - 防卫,,3,4,2,,,,,,,,,Benjamin Giletti
34106,解放,即兴叛乱,106,Sisyphus Protocol,西西弗斯协议,每回合潜袭者第一次通过一层已激活的<strong>门禁</strong>或<strong>警报</strong>时，你可以支付1[credit]或从总部销毁1张卡牌。如果你如此做，潜袭者再次遭遇该防火墙。,"“一切头脑都会因重复而变得迟钝，我们的猎物也不例外。趁他们得意忘形时予以打击。”
—夏洛特的第五课",公司,人间会社,议案,防卫,,3,5,2,,,,,,,,,Ferenc Patkós
34107,解放,即兴叛乱,107,Charlotte Caçador,夏洛特·卡萨多尔,"你可以推进本资产。
当你的回合开始时，你可以移除1枚所附载的推进指示物，以获得4[credit]并抽1张卡牌。
[trash]，<strong>所附载的推进指示物:</strong> 获得3[credit]。",“他们给了我一份坐着的工作，但我他妈只想干可以站着的活。”,公司,人间会社,资产,克隆体,是,3,,,,,,0,,,2,2,Marlon Ruiz
34108,解放,即兴叛乱,108,Cohort Guidance Program,追随者指导项目,当你的回合开始时，你可以结算下列中的1项:<ul><li>从总部销毁1张卡牌。如果你如此做，获得2[credit]并抽1张卡牌。</li><li>将档案库中1张牌面朝下的卡牌翻至牌面朝上。如果你如此做，放置1枚推进指示物到一张已安装的卡牌上。</li></ul>,完美的家庭中，大家共同成长，共同学习，共同狩猎。,公司,人间会社,资产,克隆体,,3,,,,,,1,,,2,2,Olie Boldador
34109,解放,即兴叛乱,109,Boto,亚马逊河豚,"威胁4 → 本防火墙的强度+2。<em>（本能力在任一玩家有4点或更多议案分数时生效。）</em>
[subroutine] 造成2点网域伤害。
[subroutine] 你可以从总部销毁1张卡牌以终止本次潜袭。
[subroutine] 你可以从总部销毁1张卡牌以终止本次潜袭。",它们在网域长河中永生。,公司,人间会社,防火墙,杀伤 - 屏障,,3,,,,,,6,4,,,2,Júlio Rocha
34110,解放,即兴叛乱,110,Cloud Eater,食云者,"每当对本防火墙的遭遇结束时，如果本防火墙是在本回合中被激活的，销毁1张已安装的潜袭者卡牌，除非潜袭者拿取2枚锁定标记或受到3点网域伤害。
[subroutine] 销毁1张已安装的潜袭者卡牌。
[subroutine] 给予潜袭者2枚锁定标记。
[subroutine] 造成3点网域伤害。",别让它嗅到你的气味。,公司,人间会社,防火墙,杀伤 - 毁灭者 - 观察者 - 警报,是,3,,,,,,10,6,,,3,"Elwin ""Jakuza"" Rumplmair"
34111,解放,即兴叛乱,111,Tributary,支流,"每回合第一次潜袭开始时，你可以将本防火墙转移到保护被攻击的服务器的最外侧位置。<em>（潜袭者将接驳本防火墙。）</em>
[subroutine] 你可以抽1张卡牌。你可以从总部安装1层防火墙保护另一台服务器，忽略所有的费用。
[subroutine] 本次潜袭的剩余时间内，每层防火墙的强度+2。",,公司,人间会社,防火墙,门禁,是,3,,,,,,3,4,,,3,Scott Uminga
34112,解放,即兴叛乱,112,Bring Them Home,带他们回家,"只有潜袭者在其上回合窃取或销毁过公司卡牌时，才能打出。
在你结算本事务后，结束你的行动阶段。
从操控器随机展示2张卡牌，并将其依次加入存储栈顶端。
威胁3 → 你可以支付2[credit]，以随机展示操控器中的1张卡牌。潜袭者将其洗入存储栈。",,公司,人间会社,事务,黑色行动 - 终止,,3,,,,,,0,,,,2,Olie Boldador
34113,解放,即兴叛乱,113,Kingmaking,造王,当你将本议案计分时，抽最多3张卡牌。你可以从总部将1个价值1点或更少议案分数的议案加入你的分数区。,"“我们离收官已经很接近很接近了，我的朋友。只要能再转化三个议员，参议院通过自动机倡议已成定局。”
—全息人",公司,网际传媒,议案,研究,,3,4,2,,,,,,,,,Olie Boldador
34114,解放,即兴叛乱,114,Stoke the Embers,点燃余烬,"当你将本议案计分时，获得3[credit]并放置1枚推进指示物到一张已安装的卡牌上。
当你从总部以外其他区域安装本议案时，你可以展示之。如果你如此做，获得2[credit]并放置1枚推进指示物到一张已安装的卡牌上。",“即将播出: 塔瓦雷斯总统的国葬。”,公司,网际传媒,议案,原创,,3,4,2,,,,,,,,,Olie Boldador
34115,解放,即兴叛乱,115,Janaína “JK” Dumont Kindelán,贾娜伊娜·“JK”·杜蒙·金德兰,"当你的回合开始时，放置3[credit]到本资产上。
[click]，<strong>将本资产加入总部:</strong> 拿取本资产上所有的信用点。你可以从总部安装1张卡牌。",她喜欢参与政治和筹款的风风雨雨——在自身足不出户的前提下。,公司,网际传媒,资产,学术 - 克隆体,是,3,,,,,,1,,,1,3,Dimik
34116,解放,即兴叛乱,116,Capacitor,电容器,"只要潜袭者被锁定，本防火墙的强度便+2。
[subroutine] 潜袭者每有1枚锁定标记，获得1[credit]。
[subroutine] 终止本次潜袭。",指示灯逐个转红，塞巴斯蒂安咬紧牙关。,公司,网际传媒,防火墙,屏障,,3,,,,,,4,3,,,1,Ed Mattinian
34117,解放,即兴叛乱,117,Piranhas,水虎鱼,"作为激活本防火墙的额外费用，拿取1枚负面声誉标记或移除1枚锁定标记。
[subroutine] 你可以抽1张卡牌。
[subroutine] 造成1点网域伤害。
[subroutine] 如果总部中的卡牌数量多于操控器，终止本次潜袭。",撕咬，疯长，将入侵者拒之门外。真是如狼似虎的一代。,公司,网际传媒,防火墙,杀伤 - 门禁 - 非法,,3,,,,,,5,6,,,3,Júlio Rocha
34118,解放,即兴叛乱,118,Seraph,炽天使,"当潜袭者遭遇本防火墙时，其失去3[credit]，除非其受到2点网域伤害或拿取1枚锁定标记。
[subroutine] 潜袭者失去3[credit]。
[subroutine] 造成2点网域伤害。
[subroutine] 给予潜袭者1枚锁定标记。","“星光称之为礼物。我称之为天意。”
—全息人",公司,网际传媒,防火墙,杀伤 - 深网 - 观察者 - 警报,是,3,,,,,,10,5,,,3,Adam S. Doyle
34119,解放,即兴叛乱,119,Sudden Commandment,突发指令,"抽2张卡牌。你可以从总部打出1个非<strong>终止</strong>事务。
威胁3 → 如果本事务是你本回合打出的第一个<strong>命令</strong>，你可以支付3[credit]，以获得[click]。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>",超觉分析的员工早就知道，周末不能留给自己。,公司,网际传媒,事务,命令,,3,,,,,,1,,,2,3,Oliver Morit
34120,解放,即兴叛乱,120,The Holo Man,全息人,"当你的回合开始时，你可以将本升级转移到另一台服务器的根目录。
每回合限一次 → [click]，<strong>4[credit]:</strong> 放置2枚推进指示物到本服务器根目录中或保护本服务器的一张卡牌上。如果你本回合没有从总部安装过卡牌，则改为放置3枚推进指示物到该卡牌上。",,公司,网际传媒,升级,学术 - 主管 - 管理员,是,3,,,,,,2,,,2,3,Liiga Smilshkalne
34121,解放,即兴叛乱,121,Nuvem SA: Law of the Land,纽文股份有限公司: 土地之法,"每当你结算完一个事务或一张<strong>可消耗</strong>卡牌上的一个行动，查看研发中心顶端的卡牌。你可以销毁该卡牌。
每个你的回合中，你第一次从研发中心销毁一张卡牌时，获得2[credit]。",我们的铁拳将掌控世界。,公司,威兰财团,公司特性,公司,,1,,,,50,15,,,,,,Kira L. Nguyen
34122,解放,即兴叛乱,122,Eminent Domain,土地征用权,"[click]，<strong>1[credit]</strong>，<strong>从总部展示并销毁本议案:</strong> 从总部安装并激活1张卡牌，总费用减5[credit]。
当你将本议案计分时，你可以在研发中心搜寻1张卡牌并展示之。<em>（在搜寻研发中心后将其洗混。）</em>安装并激活该卡牌，忽略所有的费用。",年轻的盖尔·奥利维拉同意作为雇员，留下来继续管理农场。,公司,威兰财团,议案,扩张 - 可消耗,,3,3,1,,,,,,,,,Kira L. Nguyen
34123,解放,即兴叛乱,123,The Basalt Spire,玄武岩尖塔,"当潜袭者窃取本议案时，你可以将1张卡牌从档案库加入总部。
当你将本议案计分时，放置2枚议案指示物到本议案上。
每回合限一次 → <strong>所附载的议案指示物</strong>，<strong>销毁研发中心顶端的卡牌:</strong> 将1张卡牌从档案库加入总部。","尖塔之上，布拉甘萨正擘画。
火石之间，庞然要塞来征伐。",公司,威兰财团,议案,,,3,5,3,,,,,,,,,Emilio Rodríguez
34124,解放,即兴叛乱,124,Hearts and Minds,笼络民心,当你的回合开始时，你可以从一张已安装的卡牌上转移1枚推进指示物到一张你可以推进的已安装的卡牌上。如果没有防火墙保护本服务器，你还可以放置1枚推进指示物到一张你可以推进的已安装的卡牌上。,"“将军，想政变成功，您要得民心才行。”
—CEO布拉甘萨",公司,威兰财团,资产,政治,,3,,,,,,1,,,2,3,Mauricio Herrera
34125,解放,即兴叛乱,125,Descent,下降,"[click]，<strong>1[credit]</strong>，<strong>从总部展示并销毁本防火墙:</strong> 抽1张卡牌。展示总部和/或档案库中的最多2个议案，并将其洗入研发中心。
当你的回合开始时，你可以将本防火墙加入总部。
[subroutine] 终止本次潜袭。",一点点循环论证不会有什么害处的。,公司,威兰财团,防火墙,门禁 - 可消耗,,3,,,,,,2,1,,,2,Krembler
34126,解放,即兴叛乱,126,Hammer,铁锤,"每次遭遇本防火墙期间，潜袭者不能以使用<strong>断路模块</strong>以外的其他方式破解超过1条本防火墙上的印刷子进程。
[subroutine] 给予潜袭者1枚锁定标记。
[subroutine] 销毁1个已安装的资源或硬件。
[subroutine] 销毁1个不是<strong>解码模块</strong>、<strong>分解模块</strong>或<strong>断路模块</strong>的已安装的程序。",最后一击锤下。,公司,威兰财团,防火墙,毁灭者 - 观察者 - 警报,,3,,,,,,6,4,,,2,Scott Uminga
34127,解放,即兴叛乱,127,Logjam,阻塞,"你可以推进本防火墙。每有1枚所附载的推进指示物，本防火墙的强度+1。
当你激活本防火墙时，放置1枚推进指示物到本防火墙上，并且档案库中牌面朝上的卡牌中每有1种卡牌类型，推进指示物数量增加1枚。
[subroutine] 获得2[credit]。终止本次潜袭。
[subroutine] 终止本次潜袭。
[subroutine] 终止本次潜袭。",,公司,威兰财团,防火墙,屏障,,3,,,,,,6,0,,,2,Ed Mattinian
34128,解放,即兴叛乱,128,Business As Usual,一切照旧,"结算下列中的1项:<ul><li>在最多2张你可以推进的已安装的卡牌上各放置1枚推进指示物。</li><li>从1张已安装的卡牌上移除所有病毒指示物。</li></ul>
威胁3 → 你还可以结算另一项。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>",少操心，多睡觉。,公司,威兰财团,事务,灰色行动,,3,,,,,,0,,,,1,Oliver Morit
34129,解放,即兴叛乱,129,Isaac Liberdade,伊萨克·利贝尔达德,"所有保护本服务器的已推进的防火墙的强度+2。
每当本升级转移到一台服务器的根目录时，你可以放置1枚推进指示物到一层保护本服务器且没有推进指示物的防火墙上。
当你的回合结束时，你可以将本升级转移到另一台服务器的根目录。",,公司,威兰财团,升级,生化人 - 管理员,是,3,,,,,,3,,,2,2,Olie Boldador
34130,解放,即兴叛乱,130,The Powers That Be,当权者,每当你将一个议案计分时，你可以从总部或档案库安装1张卡牌，忽略所有的费用。,"“我跟踪了每一条线索，发现腐败现象已经从超觉分析深处蔓延到了政府的每个部门。我非常清楚我的使命: 这三个人必须死。我得找到完成这件事的办法。”
—墨丘利",公司,中立公司,资产,豪华,是,3,,,,,,1,,,3,1,Zefanya Maega
35001,仰望,仰望,1,Ryō “Phoenix” Ōno: Out of the Ashes,大野·“凤凰”·燎: 烬中再起,每回合第一次，当结算过子进程的潜袭成功时，获得1[credit]并且公司从总部销毁1张卡牌。,燃亮，炽灭，焰焚万象。,潜袭者,反叛者,潜袭者特性,转基因人,,1,,,0,45,17,,,,,,Marlon Ruiz
35002,仰望,仰望,2,Topan: Ormas Leader,托潘: 民间组织领袖,每回合限一次 → [click]<strong>：</strong>从你的操控器安装1张卡牌，其安装费用减2[credit]。当你安装该卡牌时，受到1点肢体伤害。,生存所需，在所不惜。,潜袭者,反叛者,潜袭者特性,原生人,,1,,,0,45,15,,,,,,Zefanya Langkan Maega
35003,仰望,仰望,3,Charm Offensive,魅力攻势,潜袭档案库。当本次潜袭结束时，你可以销毁1张与你本次潜袭中从档案库读取过的一张卡牌同名的已激活卡牌。,“我不介意用尽手段得到所求。”,潜袭者,反叛者,事件,潜袭,,3,,,,,,0,,,,2,Matheus Calza
35004,仰望,仰望,4,Scrounge,搜集,"作为打出本事件的额外费用，花费[click]。
从你的堆阵安装1个程序。你可以将1个程序从你的堆阵加入你的存储栈底端。","“世间万物99%都是垃圾，所以我雇人替我筛选。”
—鲟将军",潜袭者,反叛者,事件,双重,,3,,,,,,1,,,,1,Amirul Hhf
35005,仰望,仰望,5,Shred,速弹,潜袭任意一台服务器。公司第一次将要终止本次潜袭时，防止潜袭被终止，除非公司从总部随机展示并销毁X张卡牌。X等于被攻击服务器根目录中的卡牌数量。,音量<em>即是</em>宣言。,潜袭者,反叛者,事件,潜袭,,3,,,,,,1,,,,1,Wilson Nugraha (Polar Engine)
35006,仰望,仰望,6,Bling,炫灵,"+1[mu]
每当你安装一张卡牌且未花费信用点时，你可以将你的存储栈顶端的卡牌牌面朝上附载到本硬件上。<em>（它没有被安装。）</em> 
你可以打出或安装所附载的卡牌，如同其在你的操控器中。
当你的弃牌阶段结束时，销毁所附载的所有卡牌。
每位玩家限制1个<strong>控制台</strong>。",,潜袭者,反叛者,硬件,控制台,是,3,,,,,,2,,,,3,Martin de Diego Sádaba
35007,仰望,仰望,7,Gourmand,贪食者,读取 → [trash]<strong>：</strong> 销毁你正在读取的非议案卡牌。如果你如此做，抽1张卡牌。,48c7 c0c9 0000 000f 0549 c7c2 8051 0100 49f7 fa48 83fa 007c 1048 c7c0 3c00 0000 48c7 c707 0000 000f 05…,潜袭者,反叛者,程序,,,3,,,,,,0,,1,,2,Cat Shen
35008,仰望,仰望,8,Hantu,魑魅魍魉,"当你安装本程序时，放置2枚病毒指示物到本程序上。
对接 → <strong>1[credit]：</strong>破解1条<strong>警报</strong>子进程。
<strong>所附载的病毒指示物：</strong>强度+2。","“我为三十六台不同的服务器提供每月杀毒服务。”
—拉图·玛哈拉尼，病毒驯师",潜袭者,反叛者,程序,破解器 - 断路模块 - 病毒,,3,,,,,,3,2,1,,2,Júlio Rocha
35009,仰望,仰望,9,Rising Tide,暗潮汹涌,"你的堆阵中每有一个<strong>破解器</strong>，本程序的强度+1。
对接 → <strong>1[credit]：</strong>破解1条<strong>屏障</strong>子进程。
<strong>1[credit]：</strong>强度+1。",水面开始翻腾，暗潮逐渐汹涌。,潜袭者,反叛者,程序,分解模块 - 破解器,,3,,,,,,1,1,1,,2,Scott Uminga
35010,仰望,仰望,10,Cacophony,喧嚣,"每回合你第一次窃取或销毁公司卡牌时，放置1枚能量指示物到本资源上。
当你的行动阶段结束时，你可以移除2枚所附载的能量指示物以破坏3。<em>（公司选择从总部和/或研发中心顶端销毁3张卡牌。）</em>","“朱雀立，黑噪起，男俱溺，女皆迷！”
—大野·“凤凰”·燎",潜袭者,反叛者,资源,虚拟,是,3,,,,,,3,,,,4,Adam S. Doyle
