ID,序号,英文循环名,中文循环名,英文卡包名,中文卡包名,英文名称,中文名称,英文文本,中文文本,英文风味文字,中文风味文字,英文阵营,中文阵营,英文派系,中文派系,英文类型,中文类型,英文子类型,中文子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
35015,15,Elevation,仰望,Elevation,仰望,Lie Low,避风头,"As an additional cost to play this event, spend [click].
Resolve 1 of the following:<ul><li>Draw 4 cards.</li><li>Remove up to 2 tags.</li></ul>","作为打出本事件的额外费用，花费[click]。
结算下列中的1项：
- 抽4张卡牌。
- 移除最多2枚锁定标记。","“Pity the money’s being spent here, when I could be buying hiasan for my apartment.”",“真可惜钱花在了这里，本可以打扮一下我的公寓。”,Runner,潜袭者,Criminal,逆法者,Event,事件,Double,双重,,3,,,,,,1,,,,1,Dimik
35016,16,Elevation,仰望,Elevation,仰望,Maintenance Access,检修通道,"As an additional cost to play this event, spend [click].
Run Archives. When you would approach Archives <em>(after passing all ice)</em>, instead change the attacked server to HQ and approach HQ.","作为打出本事件的额外费用，花费[click]。
潜袭档案库。当你将要接驳档案库时<em>（通过所有防火墙后）</em>，将被攻击的服务器改为总部并接驳总部。","“Don’t let self-respect get in the way of a good shortcut.”
—“G0ph3r” OʼRyan","“别让自尊心挡住捷径。”
—“D鼠”·奥莱恩",Runner,潜袭者,Criminal,逆法者,Event,事件,Double - Run,双重 - 潜袭,,3,,,,,,0,,,,3,Mauricio Herrera
35017,17,Elevation,仰望,Elevation,仰望,Transfer of Wealth,财富转移,"Run HQ. If successful, take 1 tag and the Corp loses 3[credit]. Gain 2[credit] for each credit lost this way.",潜袭总部。如果成功，拿取1枚锁定标记并且公司失去3[credit]。公司每以此法失去1个信用点，你获得2[credit]。,"“In KK, we say ‘harimau mati karena belangnya’. It means don't tell the world how much money you have if you plan on keeping it.”
—JokoR","“加里曼丹城有句老话，‘虎死于斑纹’——有钱就别显摆。”
—佐哥",Runner,潜袭者,Criminal,逆法者,Event,事件,Run,潜袭,,3,,,,,,0,,,,4,Oliver Morit
35018,18,Elevation,仰望,Elevation,仰望,Detente,共济,"+1[mu]
The first time each turn you make a successful run on HQ, you may host 1 card from HQ at random faceup on this hardware. <em>(It is not installed or rezzed.)</em>
[click], <strong>add 2 hosted cards to HQ:</strong> The Runner may access 1 card in HQ at random. Any player can use this ability.
Limit 1 <strong>console</strong> per player.","+1[mu]
每回合你第一次对总部进行成功的潜袭时，你可以从总部随机将1张卡牌牌面朝上附载到本硬件上。<em>（它没有被安装或激活。）</em>
[click]，<strong>将2张所附载的卡牌加入总部：</strong>潜袭者可以随机读取总部中的1张卡牌。双方玩家都可以使用本能力。
每位玩家限制1个<strong>控制台</strong>。",,,Runner,潜袭者,Criminal,逆法者,Hardware,硬件,Console,控制台,是,3,,,,,,3,,,,3,Oliver Morit
35019,19,Elevation,仰望,Elevation,仰望,Maglectric Rapid (748 Mod),磁电迅雷（748式改）,"Whenever you make a successful run on HQ, you may trash this hardware to derez 1 installed Corp card.",每当你对总部进行一次成功的潜袭时，你可以销毁本硬件，以关闭1张已安装的公司卡牌。,"“You think I’ve finished messing with you?
Yeah, nah.”
—Barry “Baz” Wong","“真当老子收拾够你们了？
想得美。”
—巴里·“巴兹”·王",Runner,潜袭者,Criminal,逆法者,Hardware,硬件,Weapon,武器,是,3,,,,,,1,,,,2,Matheus Calza
35020,20,Elevation,仰望,Elevation,仰望,Sang Kancil,百灵鹿,"Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>3[credit]:</strong> +2 strength. If a <strong>run</strong> event is active, this ability costs 2[credit] less to use.","对接 → <strong>1[credit]：</strong>破解1条<strong>门禁</strong>子进程。
<strong>3[credit]：</strong>强度+2。如果一个<strong>潜袭</strong>事件正在生效，本能力的费用减2[credit]。",Consequences only matter if they catch you.,只要不被抓到，后果就无所谓。,Runner,潜袭者,Criminal,逆法者,Program,程序,Decoder - Icebreaker,解码模块 - 破解器,,3,,,,,,3,2,1,,2,Anthony Hutchings
35021,21,Elevation,仰望,Elevation,仰望,Fransofia Ward,芙兰索菲娅·沃德,"The rez cost of each piece of ice is increased by 1[credit].
Whenever you encounter a piece of ice, if the Corp has 15[credit] or more, you may trash this resource to bypass that ice. <em>(Pass that ice. No subroutines or further ""when encountered"" abilities resolve.)</em>","每层防火墙的激活费用加1[credit]。
每当你遭遇一层防火墙时，如果公司有15[credit]或更多，你可以销毁本资源以略过该防火墙。<em>（通过该防火墙。不再结算子进程或其他“遭遇时”能力。）</em>","“She’s learned from the best: me. When I retire, the KK Tri-Maf’ll be in good hands.”
—Barry “Baz” Wong","“她有个最好的师傅：我。等我退休后，KK三和党将会交给一把好手。”
—巴里·“巴兹”·王",Runner,潜袭者,Criminal,逆法者,Resource,资源,Connection,人脉,是,3,,,,,,3,,,,3,Oliver Morit
35022,22,Elevation,仰望,Elevation,仰望,Open Market,自由市场,"When you install this resource, load 6[credit] onto it. When it is empty, trash it.
You can spend hosted credits to install <strong>connection</strong> and <strong>job</strong> resources.
When your turn begins, take 1[credit] from this resource.","当你安装本资源时，填装6[credit]到本资源上。当其清空时，销毁之。
你可以花费所附载的信用点，以安装<strong>人脉</strong>与<strong>工作</strong>资源。
当你的回合开始时，从本资源上拿取1[credit]。","“That kepo NBN gang makes trillions off incidental data scraping. So what if I use it to network?”
—MuslihaT","“NBN那帮好管闲事的靠数据刮削赚了上万亿，凭啥我不能用它开发新客户？”
—穆斯莉哈特",Runner,潜袭者,Criminal,逆法者,Resource,资源,Job - Location,工作 - 场所,,3,,,,,,2,,,,2,Kira L. Nguyen
35023,23,Elevation,仰望,Elevation,仰望,Dewi Subrotoputri: Pedagogical Dhalang,德薇·苏布罗托普特里: 教学引戏人,"Whenever you make a successful run, if your [mu] is full, you may flip this identity and gain 1[credit].
<strong>Back:</strong> Dewi Subrotoputri: Shadow Guide
Whenever you make a successful run, if you have at least 1 unused [mu], you may flip this identity and draw 1 card.","每当你进行一次成功的潜袭时，如果你没有剩余的[mu]，你可以将本特性翻面并获得1[credit]。
<strong>翻面</strong> 德薇·苏布罗托普特里: 暗影引路人
每当你进行一次成功的潜袭时，如果你有至少1个剩余的[mu]，你可以将本特性翻面并抽1张卡牌。","Who else will teach the stories of good and evil?
We can’t leave the corps’ dirty deeds in the shadows.","还有谁会来讲述这些善恶的故事呢？
我们不能让公司的肮脏勾当继续隐藏在暗影之中。",Runner,潜袭者,Shaper,塑造者,Runner Identity,潜袭者特性,Natural,原生人,,1,,,0,45,15,,,,,,Zefanya Langkan Maega
35024,24,Elevation,仰望,Elevation,仰望,Magdalene Keino-Chemutai: Cryptarchitect,玛格达琳·凯诺-切穆泰: 幕后建筑师,"Whenever you discard cards to reach your maximum hand size, you may install 1 program or piece of hardware from among those cards.",每当你弃牌到你的手牌上限时，你可以从所弃除卡牌中安装1个程序或硬件。,Good design is invisible—but I’ll never settle for ‘good’.,好的设计是无形的——但我从不仅仅满足于“好”。,Runner,潜袭者,Shaper,塑造者,Runner Identity,潜袭者特性,Cyborg,半机械人,,1,,,0,45,15,,,,,,Marlon Ruiz
35025,25,Elevation,仰望,Elevation,仰望,Illumination,映照,"Run R&D. If successful, install up to 3 cards from your grip <em>(one at a time)</em>, paying 1[credit] less for each.",潜袭研发中心。如果成功，从你的操控器安装最多3张卡牌<em>（每次一张）</em>，每张安装费用减1[credit]。,“Won’t she get in trouble for putting that in the show? And how did she even find out?!”,“她把这编进节目不怕惹事？而且她是怎么发现这件事的？！”,Runner,潜袭者,Shaper,塑造者,Event,事件,Run,潜袭,,3,,,,,,0,,,,3,Ismatulloh (Polar Engine)
35026,26,Elevation,仰望,Elevation,仰望,Ritual,仪式,Draw 1 card for each [click] you have remaining.,你每有一个剩余的[click]，抽1张卡牌。,"Every day starts the same: tea, news, a threedee puzzle. Then it’s off to work. Magdalene won’t let being fired get in the way of completing her masterpiece.",每一天都以相同的方式开始：喝茶、看新闻、一幅三维拼图。然后开始干活。玛格达琳不会让被解雇这件事阻碍她完成自己的杰作。,Runner,潜袭者,Shaper,塑造者,Event,事件,,,,3,,,,,,0,,,,2,Alecia Doyley
35027,27,Elevation,仰望,Elevation,仰望,GAMEDRAGON™ Pro,游龙™ Pro,"When you install this hardware and when your turn begins, you may host this hardware on an installed non-<strong>AI</strong> <strong>icebreaker</strong>.
Host <strong>icebreaker</strong> gets +1 strength. Abilities that increase its strength last for the remainder of the run <em>(instead of any shorter duration)</em>.","当你安装本硬件时及你的回合开始时，你可以将本硬件附载到一个已安装的非<strong>智能模块</strong>的</strong>破解器</strong>上。
被附载的<strong>破解器</strong>强度+1。增加其强度的能力持续到潜袭结束<em>（而不是只持续更短时间）</em>。",,,Runner,潜袭者,Shaper,塑造者,Hardware,硬件,Mod,改造,是,3,,,,,,2,,,,2,Elizaveta Sokolova
35028,28,Elevation,仰望,Elevation,仰望,Madani,承创,"[click]<strong>:</strong> Host any number of programs from your grip faceup on this hardware. <em>(They are not installed.)</em>
Once per turn → <strong>0[credit]:</strong> Install 1 hosted program <em>(paying its install cost)</em>.
Limit 1 <strong>console</strong> per player.","[click]<strong>：</strong>从你的操控器将任意数量的程序牌面朝上附载到本硬件上。<em>（它们没有被安装。）</em>
每回合限一次 → <strong>0[credit]：</strong>安装1个所附载的程序<em>（支付其安装费用）</em>。
每位玩家限制1个<strong>控制台</strong>。",,,Runner,潜袭者,Shaper,塑造者,Hardware,硬件,Console,控制台,是,3,,,,,,2,,,,3,Amirul Hhf
35029,29,Elevation,仰望,Elevation,仰望,Azimat,阿齐玛灵符,"2[recurring-credit] <em>(When you install this program and before your turn begins, refill to 2 hosted credits.)</em>
You can spend hosted credits to pay trash costs.","2[recurring-credit]<em>（当你安装本程序时及你的回合开始前，将所附载的信用点补充至2个。）</em>
你可以花费所附载的信用点以支付销毁费用。","“For my children’s sake, I’ll endure any pain.”
—Dewi Subrotoputri, as Dyah Kunthi","“为了我的孩子们，我愿意忍受任何痛苦。”
—德薇·苏布罗托普特里 饰 蒂娅·昆蒂",Runner,潜袭者,Shaper,塑造者,Program,程序,,,,3,,,,,,1,,2,,1,"Elwin ""Jakuza"" Rumplmair"
35030,30,Elevation,仰望,Elevation,仰望,Chromatophores,色素细胞,"Install only on a piece of ice.
Host ice gains <strong>barrier</strong>, <strong>code gate</strong>, and <strong>sentry</strong>.","仅能安装在一层防火墙上。
被附载的防火墙获得<strong>屏障</strong>、<strong>门禁</strong>与<strong>警报</strong>。","“The Net operates almost as much on dream logic as it does digital logic. If you believe something to be true, it often is.”
—The Encyclopedia Silica","“信网的运作既基于数字逻辑，也基于梦想逻辑。如果你相信某件事是真的，那么它往往就是真的。”
—《硅基百科》",Runner,潜袭者,Shaper,塑造者,Program,程序,Trojan,木马,,3,,,,,,1,,1,,2,Adam S. Doyle
35031,31,Elevation,仰望,Elevation,仰望,Devadatta Drone,提婆达多雄蜂,"When you install this program, place 2 power counters on it.
Whenever you breach R&D, you may remove 1 hosted power counter to access 1 additional card.","当你安装本程序时，放置2枚能量指示物到本程序上。
每当你侵入研发中心时，你可以移除1枚所附载的能量指示物，以额外读取1张卡牌。","“I still have friends on the inside.”
—Magdalene Keino-Chemutai","“我在里面还有些朋友。”
—玛格达琳·凯诺-切穆泰",Runner,潜袭者,Shaper,塑造者,Program,程序,,,,3,,,,,,1,,1,,1,Bruno Balixa
35032,32,Elevation,仰望,Elevation,仰望,Principia,原理,"This program costs 1[credit] less to install for each other installed <strong>icebreaker</strong>. <em>(Programs trashed as part of installing this program don’t count.)</em>
Interface → <strong>1[credit]:</strong> Break 1 <strong>barrier</strong> subroutine.
<strong>2[credit]:</strong> +2 strength.","每有一个已安装的其他<strong>破解器</strong>，本程序的安装费用减1[credit]。<em>（安装本程序时销毁的程序不计算在内。）</em>
对接 → <strong>1[credit]：</strong>破解1条<strong>屏障</strong>子进程。
<strong>2[credit]：</strong>强度+2。",On the shoulders of giants.,站在巨人的肩膀上。,Runner,潜袭者,Shaper,塑造者,Program,程序,Fracter - Icebreaker,分解模块 - 破解器,,3,,,,,,4,2,1,,1,Bruno Balixa
35033,33,Elevation,仰望,Elevation,仰望,“Knickknack” O’Brian,“珍奇阁主”奥布莱恩,"The first time each turn a run begins, you may trash 1 of your other installed cards. If you do, gain credits equal to its printed install cost and draw 1 card.",每回合第一次潜袭开始时，你可以销毁另1张你已安装的卡牌。如果你如此做，获得等同于其印刷安装费用的信用点并抽1张卡牌。,"There are a hundred currencies in the undercity, and Knickknack takes them all. Creds and rupiah get you noodles. For his secret menu, he’ll take your burnt-out rigs, your sterilized virii. But to taste his smoked vatchicken stew, bring him what he values most: your story.",下城区流通百种货币，“珍奇阁主”来者不拒。信用点和印尼盾能换来面条。想点他的隐藏菜单，就得用烧焦设备和灭活病毒。若想尝那道烟熏培养鸡，请带上他最看重的硬通货——你的故事。,Runner,潜袭者,Shaper,塑造者,Resource,资源,Connection,人脉,是,3,,,,,,2,,,,3,Alecia Doyley
35034,34,Elevation,仰望,Elevation,仰望,Side Hustle,外快,"When you install this resource and whenever a run begins, place 1[credit] on this resource.
When there are 6 or more hosted credits, take all credits from this resource, trash it, and draw 1 card.","当你安装本资源时及每次潜袭开始时，放置1[credit]到本资源上。
当所附载的信用点有6个或更多时，从本资源上拿取所有信用点，销毁之，并抽1张卡牌。","“They were fast, friendly, and efficient. ★★★★☆.”
—satisfied customer","“服务快狠准 ★★★★☆”
—满意客户",Runner,潜袭者,Neutral Runner,中立潜袭者,Resource,资源,Job,工作,,3,,,,,,2,,,,0,Elizaveta Sokolova
35035,35,Elevation,仰望,Elevation,仰望,LEO Construction: Labor Solutions,利奥建工: 劳工解决方案,Once per turn → <strong>Trash 1 rezzed bioroid card in the root of or protecting the attacked server:</strong> End the run.,每回合限一次 → <strong>销毁1张被攻击服务器根目录中或保护该服务器的已激活的生化人卡牌：</strong>终止本次潜袭。,"Workers of the World, Delivered.",寰宇劳工，使命必达。,Corp,公司,Haas-Bioroid,哈斯生化,Corp Identity,公司特性,Division,部门,,1,,,,45,15,,,,,,Vitalii Ostaschenko
35036,36,Elevation,仰望,Elevation,仰望,Poétrï Luxury Brands: All the Rage,珀依诗奢品: 风靡万世,"Whenever you score an agenda, look at the top 3 cards of R&D. You may install 1 non-agenda card from among them.
Whenever an agenda is stolen, you may install 1 non-agenda card from HQ.","每当你将一个议案计分时，查看研发中心顶端的3张卡牌。你可以安装其中1张非议案卡牌。
每当一个议案被窃取时，你可以从总部安装1张非议案卡牌。",Fashion fades. Poétrï is eternal.,风尚轮流转，珀依诗永流传。,Corp,公司,Haas-Bioroid,哈斯生化,Corp Identity,公司特性,Division,部门,,1,,,,45,15,,,,,,Dimik
35037,37,Elevation,仰望,Elevation,仰望,Aggressive Trendsetting,锐创潮流,"The first time the Runner trashes an installed Corp card during each of their turns, they may spend [click]. If they do not, you get +1 allotted [click] for your next turn.",潜袭者在其每个回合中第一次销毁一张已安装的公司卡牌时，其可以花费[click]。如果其未如此做，你在下回合获得的[click]数量+1。,"“Don’t tell me you were at the gala, darling? I must not have seen you!”",“亲爱的，你不会也参加了那场晚宴吧？我肯定没看到你！”,Corp,公司,Haas-Bioroid,哈斯生化,Agenda,议案,Initiative,原创,,3,3,1,,,,,,,,,Elliott Birt
35038,38,Elevation,仰望,Elevation,仰望,Project Ingatan,忆存计划,"Dividends 1 <em>(When you score this agenda, place 1 agenda counter on it for each excess advancement counter.)</em>
When your discard phase ends, you may remove 1 hosted agenda counter to install 1 card from Archives, ignoring all costs.","红利1<em>（当你将本议案计分时，每有一枚多余的推进指示物，放置1枚议案指示物到本议案上。）</em>
当你的弃牌阶段结束时，你可以移除1枚所附载的议案指示物，以从档案库安装1张卡牌，忽略所有的费用。",,,Corp,公司,Haas-Bioroid,哈斯生化,Agenda,议案,Research,研究,,3,3,2,,,,,,,,,Kira L. Nguyen
35039,39,Elevation,仰望,Elevation,仰望,Humanoid Resources,仿生人力资源,"[click][click][click], [trash]<strong>:</strong> Gain 4[credit] and draw 3 cards. Install up to 2 cards from HQ <em>(one at a time)</em>. You may play 1 operation from HQ.",[click][click][click]，[trash]<strong>：</strong>获得4[credit]并抽3张卡牌。从总部安装最多2张卡牌<em>（每次一张）</em>。你可以从总部打出1个事务。,“Deploying in T-minus 5…”,“配置倒计时，5……”,Corp,公司,Haas-Bioroid,哈斯生化,Asset,资产,,,,3,,,,,,1,,,1,2,Martin de Diego Sádaba
35040,40,Elevation,仰望,Elevation,仰望,Otto Campaign,空蛸营销计划,"When you rez this asset, load 6[credit] onto it. When it is empty, trash it and gain [click][click].
When your turn begins, take 2[credit] from this asset.","当你激活本资产时，填装6[credit]到本资产上。当其清空时，销毁之并获得[click][click]。
当你的回合开始时，从本资产上拿取2[credit]。","“Don’t be scared of the Ottos, kiddo. They’re building our future!”",“小朋友们，不要怕空蛸。他们在建造我们的未来！”,Corp,公司,Haas-Bioroid,哈斯生化,Asset,资产,Advertisement,广告,,3,,,,,,2,,,2,3,Mauricio Herrera
35041,41,Elevation,仰望,Elevation,仰望,Bumi 1.0,布米1.0,"When you rez this ice during a run against this server, you may trash 1 installed <strong>trojan</strong> program.
<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Trash 1 installed program.
[subroutine] Do 1 core damage.","在对本服务器的潜袭中，当你激活本防火墙时，你可以销毁1个已安装的<strong>木马</strong>程序。
<strong>失去[click]：</strong>破解本防火墙上的1条子进程。只有潜袭者可以使用本能力。
[subroutine] 销毁1个已安装的程序。
[subroutine] 造成1点核心伤害。",“You dare?”,“尔等安敢？”,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,AP - Bioroid - Destroyer - Sentry,杀伤 - 生化人 - 毁灭者 - 警报,,3,,,,,,3,3,,,1,Ferenc Patkós
35042,42,Elevation,仰望,Elevation,仰望,Scatter Field,散射场,"While this ice is the only piece of ice protecting this server, it gets +4 strength.
[subroutine] You may install 1 card from HQ.
[subroutine] End the run.","只要本防火墙是保护本服务器的唯一防火墙，其强度便+4。
[subroutine] 你可以从总部安装1张卡牌。
[subroutine] 终止本次潜袭。","“It is a fallacy that conscious observation can change reality. The consciousness of the observer isn’t required at all.”
—The Encyclopedia Silica","“所谓意识观测能改变现实，是对于观测者效应的错误理解。观测即可改变现实，跟观测者是否有意识并无关系。”
—《硅基百科》",Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,Code Gate,门禁,,3,,,,,,3,0,,,2,Bruno Balixa
35043,43,Elevation,仰望,Elevation,仰望,Nanomanagement,纳米级管控,Gain [click][click].,获得[click][click]。,"“I am a very reasonable manager. I do not expect my staff to do anything I could not do.”
—Bass CH1R180G4","“我是个非常通情达理的管理者。我绝不会要求下属做我自己都做不到的事情。”
—巴斯 CH1R180G4",Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,,,,3,,,,,,4,,,,4,Alecia Doyley
35044,44,Elevation,仰望,Elevation,仰望,Top-Down Solutions,自顶向下法,Draw 2 cards. Install up to 2 cards from HQ <em>(one at a time)</em>.,抽2张卡牌。从总部安装最多2张卡牌<em>（每次一张）</em>。,"“The instability of human braintapes is directly proportional to the number of limbs on a given bioroid, so we’ve begun phasing them out for something better-equipped. A human braintape could be working beside an octopus for weeks and never have an inkling.”
—Maía Mínervudóttir, R&D","“人类脑磁带的故障率与给定生化人的肢体数量成正比，因此我们已开始逐步淘汰它们，转而采用更加适合的解决方案。一个人类脑磁带可能与一只章鱼共事数周而没有丝毫察觉。”
—梅娅·米涅尔杜蒂尔，研发中心",Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,,,,3,,,,,,2,,,,2,Martin de Diego Sádaba
35045,45,Elevation,仰望,Elevation,仰望,Mercia B4LL4RD,梅西娅 B4LL4RD,"When your action phase ends, you may install 1 piece of ice from HQ, paying 1[credit] less. If you do, move this upgrade to the root of the server that piece of ice is protecting.",当你的行动阶段结束时，你可以从总部安装1层防火墙，其安装费用减1[credit]。如果你如此做，将本升级转移到该防火墙保护的服务器根目录。,"“My predecessor had passion, imagination, ambition. I assure you, I possess no such flaws.”",“我的前任有激情、想象力和野心。请放心，我完美规避了这些缺点。”,Corp,公司,Haas-Bioroid,哈斯生化,Upgrade,升级,Academic - Bioroid,学术 - 生化人,是,3,,,,,,2,,,2,2,Dimik
35046,46,Elevation,仰望,Elevation,仰望,AU Co.: The Gold Standard in Clones,傲金公司: 克隆体的黄金标准,"Whenever you do damage or trash 1 or more cards from HQ, place 1 power counter on this identity.
When your turn begins, you may remove 2 hosted power counters to look at the top 3 cards of R&D. Trash 1 of those cards and add the rest to HQ.","每当你造成伤害或从总部销毁1张或更多卡牌时，放置1枚能量指示物到本特性上。
当你的回合开始时，你可以移除2枚所附载的能量指示物，以查看研发中心顶端的3张卡牌。销毁其中1张并将余下的卡牌加入总部。",,,Corp,公司,Jinteki,人间会社,Corp Identity,公司特性,Division,部门,,1,,,,45,15,,,,,,Marlon Ruiz
35047,47,Elevation,仰望,Elevation,仰望,PT Untaian: Life's Building Blocks,丝链有限公司: 生命基石,"When your discard phase ends, if there are 3 or fewer cards in HQ, you may pay 1[credit] to place 1 advancement counter on an unrezzed card you can advance. <em>(You cannot score that card this turn.)</em>",当你的弃牌阶段结束时，如果总部中的卡牌数量为3张或更少，你可以支付1[credit]以放置1枚推进指示物到一张你可以推进的未激活卡牌上。<em>（本回合你不能将该卡牌计分。）</em>,The Looming Future.,织就未来。,Corp,公司,Jinteki,人间会社,Corp Identity,公司特性,Division,部门,,1,,,,45,15,,,,,,Kira L. Nguyen
35048,48,Elevation,仰望,Elevation,仰望,Proprionegation,本体否定,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> The Runner moves to the outermost position of Archives. <em>(They approach any ice in that position.)</em> Use this ability only during a run.","当你将本议案计分时，放置1枚议案指示物到本议案上。
<strong>所附载的议案指示物：</strong>潜袭者移动到档案库最外层位置。<em>（如果该位置有防火墙，潜袭者接驳之。）</em>本能力仅能在潜袭中使用。",We rely too much on spatial cognition. What happens when that system receives a null signal?,我们过度仰仗空间认知。当该系统突获空信号，意识图景将何以自持？,Corp,公司,Jinteki,人间会社,Agenda,议案,Security,防卫,,3,4,2,,,,,,,,,Cat Shen
35049,49,Elevation,仰望,Elevation,仰望,Sericulture Expansion,蚕业扩张,"Dividends 1 <em>(When you score this agenda, place 1 agenda counter on it for each excess advancement counter.)</em>
When your discard phase ends, you may remove 1 hosted agenda counter to place 2 advancement counters on 1 installed card. <em>(You cannot score that card this turn.)</em>","红利1<em>（当你将本议案计分时，每有一枚多余的推进指示物，放置1枚议案指示物到本议案上。）</em>
当你的弃牌阶段结束时，你可以移除1枚所附载的议案指示物，以放置2枚推进指示物到1张已安装的卡牌上。<em>（本回合你不能将该卡牌计分。）</em>",,,Corp,公司,Jinteki,人间会社,Agenda,议案,Expansion,扩张,,3,3,2,,,,,,,,,Kira L. Nguyen
35050,50,Elevation,仰望,Elevation,仰望,Byte!,0交1,"While the Runner is accessing this asset in R&D, they must reveal it.
When the Runner accesses this asset anywhere except in Archives, you may pay 4[credit]. If you do, give the Runner 1 tag and do 3 net damage.","在潜袭者从研发中心读取本资产的期间，其必须展示之。
当潜袭者从档案库以外其他区域读取本卡牌时，你可以支付4[credit]。如果你如此做，给予潜袭者1枚锁定标记并造成3点网域伤害。",You thought you were safe?,你以为你安全了？,Corp,公司,Jinteki,人间会社,Asset,资产,Ambush,伏击,,3,,,,,,0,,,0,2,Cat Shen
35051,51,Elevation,仰望,Elevation,仰望,Phật Gioan Baotixita,释·觉安·保谛西塔,"When your discard phase ends, place 1 power counter on this asset.
The first time each turn an agenda is scored or stolen, you may remove up to 2 hosted power counters. Do 1 net damage plus 1 net damage for each power counter removed this way.","当你的弃牌阶段结束时，放置1枚能量指示物到本资产上。
每回合第一次一个议案被计分或窃取时，你可以移除最多2枚所附载的能量指示物。造成1点网域伤害，并且每以此法移除1枚能量指示物，伤害量增加1点。",“I make the best company.”,“我是最佳伙伴。”,Corp,公司,Jinteki,人间会社,Asset,资产,Executive,主管,是,3,,,,,,1,,,3,4,Elliott Birt
35052,52,Elevation,仰望,Elevation,仰望,Empiricist,经验主义者,"[subroutine] Draw 1 card. You may add 1 card from HQ to the top of R&D.
[subroutine] Do 1 net damage. Give the Runner 1 tag.
[subroutine] Do 2 net damage.","[subroutine] 抽1张卡牌。你可以将1张卡牌从总部加入研发中心顶端。
[subroutine] 造成1点网域伤害。给予潜袭者1枚锁定标记。
[subroutine]造成2点网域伤害。",Jinteki’s most experimental ice are often their most dangerous.,人间会社最具实验性的防火墙往往也是最危险的。,Corp,公司,Jinteki,人间会社,Ice,防火墙,AP - Observer - Sentry,杀伤 - 观察者 - 警报,,3,,,,,,7,5,,,3,Bruno Balixa
35053,53,Elevation,仰望,Elevation,仰望,Mycoweb,菌丝网,"[subroutine] You may install 1 piece of ice from Archives, ignoring all costs.
[subroutine] You may rez 1 installed piece of ice, paying 2[credit] less.
[subroutine] Resolve 1 subroutine on a rezzed <strong>sentry</strong>.
[subroutine] Resolve 1 subroutine on another rezzed <strong>code gate</strong>.","[subroutine] 你可以从档案库安装1层防火墙，忽略所有的费用。
[subroutine] 你可以激活1层已安装的防火墙，其激活费用减2[credit]。
[subroutine] 结算一层已激活的<strong>警报</strong>上的1条子进程。
[subroutine] 结算另一层已激活的<strong>门禁</strong>上的1条子进程。",,,Corp,公司,Jinteki,人间会社,Ice,防火墙,Code Gate,门禁,,3,,,,,,8,5,,,2,Mia Siergiejew
35054,54,Elevation,仰望,Elevation,仰望,Semak-samun,灌木丛,"The Runner cannot break the printed subroutine on this ice except using a <strong>fracter</strong>.
[subroutine] End the run unless the Runner suffers 3 net damage.","潜袭者不能以使用<strong>分解模块</strong>以外其他方式破解本防火墙上的印刷子进程。
[subroutine] 终止本次潜袭，除非潜袭者受到3点网域伤害。",The silence of the forest is the surest sign of danger.,林寂最是凶兆。,Corp,公司,Jinteki,人间会社,Ice,防火墙,AP - Barrier,杀伤 - 屏障,,3,,,,,,3,3,,,1,Scott Uminga
35055,55,Elevation,仰望,Elevation,仰望,Peer Review,同行评议,"Reveal all but 1 card in HQ.
Gain 7[credit]. You may install 1 card from HQ in the root of a remote server.","展示总部除1张卡牌以外的所有卡牌。
获得7[credit]。你可以从总部安装1张卡牌到一台远程服务器的根目录。",Peer reviews are the difference between living in the arcs and living in the slums. Cloneline gengineering never made anything as vicious or cutthroat as a Jinteki scientist.,住在生态屋还是贫民窟？全看同行评议。克隆体基因工程的产物再凶残，也比不上人间会社科学家的阴狠毒辣。,Corp,公司,Jinteki,人间会社,Operation,事务,Transaction,交易,,3,,,,,,4,,,,2,Matheus Calza
35056,56,Elevation,仰望,Elevation,仰望,Mitra Aman,友安,"Whenever the Runner approaches a piece of ice protecting this server, you may trash this upgrade. If you do, gain 3[credit] and you may swap the ice being approached with a piece of ice from Archives or HQ.",每当潜袭者接驳一层保护本服务器的防火墙时，你可以销毁本升级。如果你如此做，获得3[credit]并且你可以将潜袭者接驳的防火墙与档案库或总部中的一层防火墙互换。,"Spring-loaded minds, kept in suspension to be launched into the net at any incursion.",紧绷的思维，保持待命状态，随时准备应对入侵而投入网络。,Corp,公司,Jinteki,人间会社,Upgrade,升级,Clone,克隆体,是,3,,,,,,0,,,3,2,Oliver Morit
